%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Mag.x,field.Mag.y,field.Mag.z,field.Accel.x,field.Accel.y,field.Accel.z,field.Gyro.x,field.Gyro.y,field.Gyro.z,field.Temp,field.Pressure
1474303345588730644,4407,1474307066216381111,LLA,-0.1376,0.4171,0.6955,-0.841,-1.627,-9.476,0.007428,-0.00628,0.002986,42.0999984741,97.0130004883
1474303345610777962,4408,1474307066241826979,LLA,-0.1425,0.4172,0.688,-0.857,-1.623,-9.483,0.006899,-0.01233,0.002605,42.0999984741,97.0159988403
1474303345661282170,4409,1474307066267312028,LLA,-0.1389,0.4126,0.6867,-0.901,-1.595,-9.511,0.007546,-0.019488,0.003721,42.0999984741,97.0159988403
1474303345668037001,4410,1474307066292817343,LLA,-0.1376,0.4148,0.6905,-0.885,-1.591,-9.48,0.008327,-0.019014,0.004276,42.0999984741,97.0130004883
1474303345735961269,4411,1474307066318295190,LLA,-0.14,0.4206,0.6895,-0.827,-1.612,-9.492,0.006353,-0.015563,0.00484,42.0999984741,97.0289993286
1474303345739083795,4412,1474307066343765963,LLA,-0.1351,0.4171,0.6956,-0.797,-1.582,-9.46,0.004018,-0.008933,0.005452,42.0999984741,97.0199966431
1474303345739150751,4413,1474307066369275893,LLA,-0.1388,0.4172,0.6894,-0.827,-1.655,-9.437,-0.004076,-0.006551,0.009544,42.0999984741,97.0159988403
1474303345757780638,4414,1474307066389690120,LLA,-0.1389,0.4149,0.6917,-0.796,-1.617,-9.454,-0.007561,-0.003383,0.007884,42.0999984741,97.0130004883
1474303345783181579,4415,1474307066415153404,LLA,-0.1339,0.4148,0.6943,-0.813,-1.585,-9.477,-0.011511,-0.003764,0.008636,42.0999984741,97.0039978027
1474303345808756178,4416,1474307066440704706,LLA,-0.1388,0.4172,0.6918,-0.808,-1.569,-9.517,-0.009195,-0.002996,0.006581,42.0999984741,97.0159988403
1474303345874273808,4417,1474307066466160511,LLA,-0.14,0.4172,0.6881,-0.793,-1.603,-9.505,-0.000182,-0.004252,0.000968,42.0999984741,97.0039978027
1474303345881096670,4418,1474307066491677166,LLA,-0.1401,0.4137,0.6905,-0.819,-1.57,-9.472,0.001459,-0.002858,-0.004833,42.0999984741,97.0199966431
1474303345884385479,4419,1474307066517206231,LLA,-0.1401,0.4149,0.688,-0.812,-1.576,-9.478,0.002096,-0.003541,-0.007007,42.0999984741,97.0159988403
1474303345912116875,4420,1474307066542680005,LLA,-0.1363,0.4171,0.6931,-0.793,-1.625,-9.466,0.001946,0.000467,-0.007926,42.0999984741,97.0039978027
1474303345934210839,4421,1474307066568203011,LLA,-0.1388,0.4183,0.6894,-0.827,-1.594,-9.471,0.003064,0.005372,-0.008738,42.0999984741,97.0159988403
1474303345961901815,4422,1474307066593714482,LLA,-0.1364,0.4137,0.6905,-0.819,-1.624,-9.501,0.002461,0.00707,-0.009744,42.0999984741,97.0159988403
1474303345987245455,4423,1474307066619218896,LLA,-0.1413,0.416,0.6856,-0.819,-1.599,-9.544,-0.001085,0.011618,-0.010642,42.0999984741,97.0199966431
1474303346012747172,4424,1474307066644704569,LLA,-0.1402,0.4126,0.6855,-0.824,-1.595,-9.484,-0.000756,0.011131,-0.009908,42.0999984741,97.0199966431
1474303346087286644,4425,1474307066670186063,LLA,-0.1426,0.4149,0.6905,-0.813,-1.65,-9.489,-0.002391,0.008006,-0.007846,42.0999984741,97.0199966431
1474303346090565215,4426,1474307066695725440,LLA,-0.1363,0.4172,0.6895,-0.761,-1.579,-9.48,-0.004709,0.004939,-0.006531,42.0999984741,97.0039978027
1474303346090627582,4427,1474307066721195244,LLA,-0.1376,0.416,0.6894,-0.779,-1.57,-9.48,-0.000897,0.002446,-0.00368,42.0999984741,97.0199966431
1474303346115051755,4428,1474307066746661247,LLA,-0.14,0.4172,0.6918,-0.826,-1.563,-9.461,-0.002039,0.00279,-0.004547,42.0999984741,97.0080032349
1474303346141766280,4429,1474307066772265307,LLA,-0.1376,0.4149,0.6869,-0.855,-1.57,-9.49,-0.005227,0.008672,-0.004875,42.0999984741,97.0199966431
1474303346166318989,4430,1474307066797848029,LLA,-0.1413,0.4149,0.6917,-0.841,-1.553,-9.502,-0.004452,0.020807,-0.006234,42.0999984741,97.0080032349
1474303346191633305,4431,1474307066823429830,LLA,-0.1389,0.4149,0.6869,-0.855,-1.551,-9.525,-0.003616,0.032369,-0.011655,42.0999984741,97.0240020752
1474303346217229694,4432,1474307066849086909,LLA,-0.1389,0.4149,0.693,-0.903,-1.534,-9.551,-0.003738,0.037897,-0.007418,42.0999984741,97.0199966431
1474303346240926452,4433,1474307066874685558,LLA,-0.1389,0.4149,0.6881,-0.847,-1.5,-9.513,-0.019855,0.0377,0.007042,42.0999984741,97.0080032349
1474303346343148889,4434,1474307066900385050,LLA,-0.1389,0.4137,0.6918,-0.845,-1.442,-9.559,-0.032386,0.019512,0.025591,42.0999984741,97.0110015869
1474303346343212204,4435,1474307066925914996,LLA,-0.1413,0.4183,0.6882,-0.911,-1.431,-9.641,-0.042255,0.004049,0.042862,42.0999984741,97.0240020752
1474303346343237511,4436,1474307066951565735,LLA,-0.1426,0.4126,0.688,-0.754,-1.393,-9.669,-0.052661,-0.014366,0.059463,42.0999984741,97.0240020752
1474303346348730321,4437,1474307066977098978,LLA,-0.1389,0.4137,0.693,-0.691,-1.484,-10.018,-0.07062,-0.050435,0.082486,42.0999984741,97.0110015869
1474303346370885864,4438,1474307067002706453,LLA,-0.1339,0.416,0.6944,-0.846,-1.443,-10.08,-0.11104,-0.093148,0.105872,42.0999984741,97.0110015869
1474303346396318457,4439,1474307067028313612,LLA,-0.1327,0.4149,0.6969,-1.347,-1.206,-9.531,-0.120775,-0.178531,0.126778,42.0999984741,97.0240020752
1474303346421793463,4440,1474307067053767441,LLA,-0.1327,0.4126,0.6919,-1.478,-1.062,-9.259,-0.098688,-0.245652,0.126307,42.0999984741,97.0110015869
1474303346445896973,4441,1474307067079196794,LLA,-0.1291,0.4068,0.6954,-1.826,-1.109,-9.246,-0.072479,-0.262668,0.119781,42.0999984741,97.0110015869
1474303346484226169,4442,1474307067104674521,LLA,-0.1352,0.4114,0.6955,-2.016,-1.207,-9.176,-0.044702,-0.203539,0.098948,42.0999984741,97.0110015869
1474303346497576241,4443,1474307067130082859,LLA,-0.129,0.4114,0.6969,-2.068,-1.248,-9.195,0.004415,-0.134649,0.070352,42.0999984741,97.0240020752
1474303346523432120,4444,1474307067155537540,LLA,-0.1253,0.4102,0.7006,-1.797,-1.328,-9.6,0.042341,-0.053641,0.027373,42.0999984741,97.0240020752
1474303346548620979,4445,1474307067180974129,LLA,-0.1265,0.4137,0.6982,-1.441,-1.232,-9.67,0.059742,0.007865,0.016645,42.0999984741,97.0110015869
1474303346574340291,4446,1474307067206419469,LLA,-0.1265,0.4114,0.6957,-1.301,-1.183,-9.55,0.064837,0.026316,0.032562,42.0999984741,97.0029983521
1474303346599740194,4447,1474307067231831240,LLA,-0.1289,0.416,0.6958,-1.579,-1.042,-9.665,0.085268,0.031691,0.050206,42.0999984741,97.0279998779
1474303346625207820,4448,1474307067257284944,LLA,-0.1265,0.4114,0.692,-1.862,-1.095,-9.997,0.112089,0.070737,0.06036,42.0999984741,97.0149993896
1474303346685309173,4449,1474307067282745096,LLA,-0.1302,0.4149,0.6958,-1.798,-1.207,-9.764,0.129871,0.114346,0.057797,42.0999984741,97.0110015869
1474303346693499919,4450,1474307067308148607,LLA,-0.1265,0.4148,0.6921,-1.875,-1.411,-9.683,0.119049,0.143148,0.053259,42.0999984741,97.0279998779
1474303346701516923,4451,1474307067333593629,LLA,-0.1277,0.416,0.6983,-1.837,-1.351,-9.716,0.138245,0.172799,0.028725,42.0999984741,97.0149993896
1474303346726997577,4452,1474307067359008174,LLA,-0.1313,0.4183,0.6922,-1.734,-1.507,-9.251,0.130378,0.170387,0.005759,42.0999984741,97.0149993896
1474303346752414163,4453,1474307067384450092,LLA,-0.1327,0.4149,0.6883,-1.208,-1.528,-8.901,0.12263,0.095967,-0.008515,42.2000007629,97.0029983521
1474303346773554378,4454,1474307067404768264,LLA,-0.1301,0.4195,0.6959,-0.984,-1.762,-9.106,0.124124,-0.000937,-0.00914,42.2000007629,97.0149993896
1474303346798183756,4455,1474307067430266620,LLA,-0.1288,0.4218,0.6924,-0.732,-1.986,-9.305,0.136425,-0.106472,-0.027512,42.2000007629,97.0149993896
1474303346823614469,4456,1474307067455648518,LLA,-0.1301,0.4172,0.6922,-0.825,-2.071,-9.387,0.158702,-0.219408,-0.047339,42.2000007629,97.0149993896
1474303346848845299,4457,1474307067481082284,LLA,-0.1326,0.4195,0.6897,-1.2,-2.024,-9.444,0.156207,-0.298966,-0.044283,42.2000007629,97.0149993896
1474303346902420576,4458,1474307067506479625,LLA,-0.1288,0.4206,0.6874,-1.599,-2.048,-9.475,0.111266,-0.333193,-0.039671,42.2000007629,97.0149993896
1474303346908403508,4459,1474307067531889994,LLA,-0.1238,0.4229,0.6938,-2.04,-2.206,-9.241,0.075692,-0.330534,-0.042218,42.2000007629,97.0149993896
1474303346925477984,4460,1474307067557304323,LLA,-0.1238,0.4241,0.6901,-2.354,-1.976,-9.33,0.024183,-0.296831,-0.035765,42.2000007629,97.0149993896
1474303346950582229,4461,1474307067582734576,LLA,-0.1213,0.424,0.6889,-2.201,-1.88,-9.087,-0.037897,-0.240091,-0.02121,42.2000007629,97.0059967041
1474303346977736753,4462,1474307067608139663,LLA,-0.1201,0.4217,0.6913,-2.37,-1.775,-9.076,-0.066754,-0.206259,-0.016333,42.2000007629,97.0189971924
1474303347001468163,4463,1474307067633604449,LLA,-0.1213,0.424,0.6877,-2.348,-1.852,-8.992,-0.066241,-0.153049,-0.026249,42.2000007629,97.0149993896
1474303347026922763,4464,1474307067659010331,LLA,-0.1212,0.4263,0.6903,-2.442,-1.924,-8.98,-0.073616,-0.098414,-0.034554,42.2000007629,97.0189971924
1474303347052496925,4465,1474307067684479787,LLA,-0.1212,0.4252,0.6914,-2.373,-2.085,-8.953,-0.073053,-0.054718,-0.050494,42.2000007629,97.0189971924
1474303347159426057,4466,1474307067709826780,LLA,-0.1163,0.4252,0.6965,-2.333,-2.134,-9.108,-0.072617,-0.000913,-0.084093,42.2000007629,97.0059967041
1474303347172653707,4467,1474307067735212262,LLA,-0.1225,0.4229,0.6926,-2.226,-2.142,-9.126,-0.067042,0.041733,-0.107768,42.2000007629,97.0189971924
1474303347172717378,4468,1474307067760601180,LLA,-0.1201,0.4194,0.6937,-2.174,-2.077,-8.892,-0.064148,0.054302,-0.134355,42.2000007629,97.0189971924
1474303347172744395,4469,1474307067786006105,LLA,-0.1238,0.4229,0.6938,-1.957,-2.132,-8.8,-0.08578,0.024326,-0.15253,42.2000007629,97.0059967041
1474303347184135193,4470,1474307067811408985,LLA,-0.1226,0.4195,0.6925,-1.675,-1.976,-8.853,-0.128391,-0.029748,-0.161124,42.2000007629,97.0059967041
1474303347204771938,4471,1474307067836855483,LLA,-0.1251,0.4183,0.6887,-1.414,-1.681,-9.239,-0.151347,-0.07182,-0.144867,42.2000007629,97.0100021362
1474303347230186608,4472,1474307067862266695,LLA,-0.1314,0.4172,0.6897,-1.391,-1.495,-9.727,-0.138312,-0.09541,-0.117627,42.2000007629,97.0059967041
1474303347255655223,4473,1474307067887680562,LLA,-0.1263,0.4195,0.6936,-0.171,-1.983,-10.484,-0.165019,-0.089618,-0.095018,42.2000007629,97.0189971924
1474303347364195025,4474,1474307067913140001,LLA,-0.1239,0.4183,0.6961,-0.156,-2.429,-11.188,-0.180363,-0.122352,-0.101792,42.2000007629,97.0189971924
1474303347370774519,4475,1474307067938549569,LLA,-0.1264,0.416,0.696,-0.406,-1.966,-11.161,-0.196824,-0.00983,-0.12029,42.2000007629,97.0189971924
1474303347370836590,4476,1474307067964176103,LLA,-0.1215,0.4137,0.6985,-0.976,-1.498,-10.77,-0.195876,0.043974,-0.122656,42.2000007629,97.0189971924
1474303347371028100,4477,1474307067989803308,LLA,-0.1277,0.416,0.6947,-1.847,-0.895,-9.827,-0.130368,0.112496,-0.117807,42.2000007629,97.0100021362
1474303347383373574,4478,1474307068015387865,LLA,-0.1315,0.4126,0.697,-2.533,-0.738,-8.706,-0.042271,0.169141,-0.125228,42.2000007629,97.0100021362
1474303347409581036,4479,1474307068040884483,LLA,-0.1301,0.4172,0.6972,-2.662,-0.916,-7.866,0.011142,0.131912,-0.136866,42.2000007629,97.0230026245
1474303347434299512,4480,1474307068066297263,LLA,-0.129,0.4137,0.6946,-2.248,-1.301,-7.797,0.025313,0.05571,-0.17872,42.2000007629,96.9940032959
1474303347459969108,4481,1474307068091728225,LLA,-0.1302,0.4137,0.6983,-1.817,-1.414,-8.344,0.02773,-0.046176,-0.210512,42.2000007629,97.0230026245
1474303347569259140,4482,1474307068117264726,LLA,-0.1376,0.4161,0.6908,-1.557,-1.381,-9.499,-0.000284,-0.077452,-0.216572,42.2000007629,97.0100021362
1474303347572226909,4483,1474307068142878269,LLA,-0.1389,0.4126,0.6919,-1.682,-1.136,-10.218,-0.022668,-0.051459,-0.206777,42.2000007629,97.0100021362
1474303347572273756,4484,1474307068168422493,LLA,-0.1364,0.4149,0.6982,-1.957,-1.241,-10.509,-0.063828,0.027742,-0.205303,42.2000007629,97.0100021362
1474303347572300312,4485,1474307068194073774,LLA,-0.1401,0.4138,0.6944,-1.758,-0.858,-9.92,-0.092269,0.06716,-0.191094,42.2000007629,97.0100021362
1474303347587786224,4486,1474307068219605228,LLA,-0.1389,0.4126,0.6968,-1.681,-0.605,-9.28,-0.037933,-0.001418,-0.162725,42.2000007629,97.0230026245
1474303347613339929,4487,1474307068245219714,LLA,-0.1389,0.4138,0.6907,-1.905,-0.678,-9.082,0.024062,-0.074838,-0.128096,42.2000007629,97.0270004272
1474303347638894327,4488,1474307068270872939,LLA,-0.1414,0.4127,0.6993,-1.915,-0.835,-8.744,0.057311,-0.136028,-0.121416,42.2000007629,97.0230026245
1474303347664566958,4489,1474307068296457155,LLA,-0.1364,0.4161,0.6933,-2.066,-0.961,-8.753,0.071526,-0.171649,-0.133687,42.2000007629,97.013999939
1474303347774167269,4490,1474307068322082190,LLA,-0.1401,0.4138,0.692,-2.595,-1.415,-9.114,0.067305,-0.143776,-0.171722,42.2000007629,97.013999939
1474303347776881327,4491,1474307068347653210,LLA,-0.1425,0.4196,0.6933,-2.481,-1.23,-9.299,0.054658,-0.043525,-0.235492,42.2000007629,97.013999939
1474303347776945409,4492,1474307068373252541,LLA,-0.1438,0.4161,0.692,-2.315,-0.944,-9.272,0.076856,0.027665,-0.263152,42.2000007629,97.0270004272
1474303347776969939,4493,1474307068398893929,LLA,-0.1463,0.4138,0.6894,-1.981,-0.671,-9.045,0.103883,0.070494,-0.247818,42.2000007629,97.0270004272
1474303347797531852,4494,1474307068424463877,LLA,-0.1437,0.4184,0.6884,-1.685,-0.566,-8.746,0.129175,0.055594,-0.197602,42.2000007629,97.0270004272
1474303347818160310,4495,1474307068450026773,LLA,-0.145,0.4196,0.6933,-1.346,-0.708,-8.756,0.138429,-0.02202,-0.117838,42.2000007629,97.0270004272
1474303347843698324,4496,1474307068475700185,LLA,-0.1462,0.4185,0.6871,-1.374,-0.819,-8.805,0.137917,-0.089708,-0.034169,42.2000007629,97.013999939
1474303347869376099,4497,1474307068501302252,LLA,-0.1463,0.4173,0.6883,-1.341,-1.226,-9.012,0.105687,-0.179339,0.048746,42.2000007629,97.013999939
1474303347918179819,4498,1474307068526943721,LLA,-0.1438,0.4184,0.6834,-1.217,-1.812,-9.46,0.040315,-0.24183,0.116956,42.2000007629,97.0009994507
1474303347923709338,4499,1474307068552452963,LLA,-0.1413,0.4184,0.686,-1.041,-2.238,-9.913,-0.078403,-0.283085,0.17819,42.2000007629,97.013999939
1474303347946609148,4500,1474307068577999212,LLA,-0.1363,0.4184,0.6885,-1.024,-2.447,-10.116,-0.143054,-0.317128,0.222458,42.2000007629,97.0179977417
1474303347971619622,4501,1474307068603366581,LLA,-0.1313,0.4207,0.69,-0.695,-1.667,-10.982,-0.124833,-0.308846,0.251922,42.2000007629,97.013999939
1474303347996730981,4502,1474307068628838686,LLA,-0.1252,0.4172,0.6937,-1.027,-1.474,-10.943,-0.074225,-0.279655,0.289796,42.2000007629,97.013999939
1474303348022187421,4503,1474307068654274340,LLA,-0.1263,0.4195,0.6925,-1.085,-1.644,-10.765,-0.0478,-0.303916,0.332606,42.2000007629,97.013999939
1474303348047932416,4504,1474307068679735734,LLA,-0.124,0.4138,0.6936,-2.269,-2.037,-10.449,0.010062,-0.251598,0.280745,42.2000007629,97.013999939
1474303348074430369,4505,1474307068705296083,LLA,-0.1239,0.4195,0.695,-2.837,-1.969,-9.677,0.084682,-0.1823,0.176096,42.2000007629,97.013999939
1474303348184340664,4506,1474307068730693979,LLA,-0.119,0.416,0.695,-2.418,-1.686,-8.974,0.163459,-0.128456,0.085316,42.2000007629,97.0179977417
1474303348189304020,4507,1474307068756109443,LLA,-0.1126,0.4218,0.6978,-2.526,-1.695,-9.025,0.218561,-0.096955,0.031439,42.2000007629,97.0179977417
1474303348189346864,4508,1474307068781529035,LLA,-0.1164,0.4206,0.6891,-2.239,-1.821,-9.159,0.223122,-0.023363,-0.003207,42.2000007629,97.0179977417
1474303348189408739,4509,1474307068806912156,LLA,-0.1151,0.4229,0.6892,-2.273,-2.034,-9.156,0.20941,0.051134,-0.033731,42.2000007629,97.0179977417
1474303348200533866,4510,1474307068832421852,LLA,-0.1224,0.4276,0.6892,-2.087,-1.965,-8.826,0.191979,0.112538,-0.044607,42.2000007629,97.0179977417
1474303348225982472,4511,1474307068857960162,LLA,-0.1212,0.4287,0.6843,-2.056,-1.937,-8.548,0.181102,0.146885,-0.035869,42.2000007629,97.0179977417
1474303348251623003,4512,1474307068883507623,LLA,-0.12,0.4253,0.6929,-1.943,-1.956,-8.23,0.095775,0.151969,0.007059,42.2000007629,97.0049972534
1474303348277184825,4513,1474307068909043763,LLA,-0.1212,0.4276,0.6818,-2.0,-1.776,-8.024,-0.015685,0.141594,0.061832,42.2000007629,97.0049972534
1474303348389264951,4514,1474307068934462203,LLA,-0.1212,0.4264,0.6916,-1.971,-1.63,-7.866,-0.101198,0.100772,0.118985,42.2000007629,97.0049972534
1474303348394882841,4515,1474307068959848186,LLA,-0.1187,0.4299,0.6869,-2.014,-1.567,-7.899,-0.139892,0.037523,0.166602,42.2000007629,97.0179977417
1474303348394918567,4516,1474307068985261162,LLA,-0.1201,0.423,0.6866,-2.046,-1.497,-8.075,-0.148529,-0.006629,0.191128,42.2000007629,97.0179977417
1474303348394981154,4517,1474307069010655827,LLA,-0.1151,0.4241,0.6917,-2.206,-1.617,-8.302,-0.123026,-0.052148,0.186679,42.2000007629,97.0179977417
1474303348403960283,4518,1474307069036064375,LLA,-0.1163,0.4229,0.6904,-2.41,-1.729,-8.586,-0.094721,-0.057971,0.146225,42.2000007629,97.0049972534
1474303348429677272,4519,1474307069061474852,LLA,-0.1126,0.4218,0.6978,-2.67,-1.955,-8.675,-0.071395,-0.057211,0.091086,42.2000007629,97.0049972534
1474303348454730698,4520,1474307069086866188,LLA,-0.1201,0.4207,0.6903,-2.7,-2.2,-8.947,-0.078652,-0.042242,0.0219,42.2000007629,97.0049972534
1474303348480120062,4521,1474307069112252086,LLA,-0.1152,0.4206,0.6916,-2.673,-2.277,-9.234,-0.104545,-0.02669,-0.052087,42.2000007629,97.0220031738
1474303348593259387,4522,1474307069132585901,LLA,-0.1139,0.4206,0.6916,-2.386,-2.22,-9.659,-0.123987,-0.025871,-0.109642,42.2000007629,97.0220031738
1474303348600237085,4523,1474307069157964054,LLA,-0.1164,0.4195,0.6915,-2.207,-2.023,-10.098,-0.121011,-0.017899,-0.172626,42.2000007629,97.0090026855
1474303348600280049,4524,1474307069183360474,LLA,-0.1152,0.4172,0.6927,-1.926,-1.773,-10.249,-0.084179,-0.031096,-0.228426,42.2000007629,97.0220031738
1474303348600324874,4525,1474307069208749732,LLA,-0.1164,0.4183,0.694,-1.267,-1.791,-10.331,-0.052283,-0.042677,-0.271406,42.2000007629,97.0090026855
1474303348603401315,4526,1474307069234167065,LLA,-0.1152,0.4195,0.694,-0.787,-1.825,-10.956,-0.024137,-0.123611,-0.298773,42.2000007629,97.0090026855
1474303348627381225,4527,1474307069259538423,LLA,-0.1177,0.4172,0.6927,-1.63,-1.713,-11.435,0.007439,-0.064994,-0.332312,42.2000007629,97.0130004883
1474303348652849314,4528,1474307069284933398,LLA,-0.1239,0.4195,0.6926,-1.865,-1.493,-11.366,0.030852,-0.018983,-0.327504,42.2000007629,97.0220031738
1474303348690850724,4529,1474307069310344686,LLA,-0.1264,0.4184,0.6864,-2.501,-1.319,-10.579,0.057941,0.050879,-0.314203,42.2000007629,97.0090026855
1474303348798238300,4530,1474307069335729288,LLA,-0.1251,0.4195,0.6914,-2.508,-1.283,-9.371,0.064654,0.084996,-0.284643,42.2000007629,97.0260009766
1474303348804479433,4531,1474307069361149599,LLA,-0.13,0.4242,0.689,-1.668,-1.421,-8.794,0.031352,0.061716,-0.267495,42.2000007629,97.0130004883
1474303348804517532,4532,1474307069386554486,LLA,-0.1276,0.4207,0.6938,-1.336,-1.359,-9.175,0.018124,0.012791,-0.247787,42.2000007629,97.0090026855
1474303348804550047,4533,1474307069411965030,LLA,-0.1337,0.4242,0.6864,-1.289,-1.36,-9.56,-0.0171,0.02463,-0.227386,42.2000007629,97.0090026855
1474303348804577075,4534,1474307069437331999,LLA,-0.1338,0.4207,0.6875,-1.253,-1.394,-9.558,-0.063557,0.063686,-0.202208,42.2000007629,97.0220031738
1474303348830700801,4535,1474307069462739694,LLA,-0.1375,0.4208,0.685,-1.327,-1.299,-9.436,-0.085421,0.080995,-0.177703,42.2000007629,97.0130004883
1474303348856650915,4536,1474307069488168370,LLA,-0.1388,0.4173,0.6861,-1.447,-1.147,-9.161,-0.054002,0.089221,-0.14567,42.2000007629,97.0090026855
1474303348881732908,4537,1474307069513557812,LLA,-0.1326,0.4196,0.6888,-1.536,-1.087,-8.764,0.008631,0.067377,-0.11026,42.2000007629,97.0130004883
1474303349002157678,4538,1474307069538934399,LLA,-0.1387,0.4208,0.6887,-1.683,-1.14,-8.425,0.025957,0.036084,-0.079715,42.2000007629,97.0130004883
1474303349005244342,4539,1474307069564337929,LLA,-0.14,0.4196,0.6874,-1.65,-1.183,-8.175,0.012798,-0.018897,-0.045747,42.2000007629,97.0130004883
1474303349005284613,4540,1474307069589730442,LLA,-0.1412,0.4219,0.6837,-1.681,-1.082,-8.175,-0.019292,-0.062217,-0.021218,42.2000007629,97.0130004883
1474303349005306273,4541,1474307069615141979,LLA,-0.1425,0.4208,0.6824,-1.67,-0.978,-8.372,-0.044841,-0.10295,0.013567,42.2999992371,97.0260009766
1474303349015994992,4542,1474307069640544608,LLA,-0.1375,0.4196,0.6874,-1.892,-1.02,-8.581,-0.046194,-0.109075,0.028291,42.2999992371,97.0130004883
1474303349033749173,4543,1474307069665965624,LLA,-0.1313,0.4207,0.6889,-2.076,-1.015,-8.731,-0.019447,-0.101829,0.035383,42.2999992371,97.0130004883
1474303349059144386,4544,1474307069691375128,LLA,-0.1301,0.4196,0.6901,-2.25,-0.967,-8.753,0.014142,-0.076379,0.037146,42.2999992371,97.0
1474303349084612133,4545,1474307069716783976,LLA,-0.1362,0.4219,0.6839,-2.326,-0.869,-8.906,0.043537,-0.052936,0.055281,42.2999992371,97.0130004883
1474303349108105653,4546,1474307069742198894,LLA,-0.1364,0.4162,0.6849,-2.201,-0.818,-9.033,0.076352,-0.019619,0.087483,42.2999992371,97.0130004883
1474303349141439069,4547,1474307069767718529,LLA,-0.135,0.4196,0.6875,-2.096,-1.102,-9.299,0.113198,-0.000343,0.139106,42.2999992371,97.0039978027
1474303349161957114,4548,1474307069793141897,LLA,-0.1313,0.4184,0.6839,-2.009,-1.476,-9.576,0.11681,0.020023,0.181315,42.2999992371,97.016998291
1474303349184540016,4549,1474307069818455967,LLA,-0.1287,0.423,0.6915,-1.968,-1.884,-9.755,0.080239,0.033277,0.206885,42.2999992371,97.0130004883
1474303349210561255,4550,1474307069843890864,LLA,-0.1312,0.4242,0.6865,-1.151,-2.132,-10.116,0.043214,0.069275,0.211633,42.2999992371,97.0299987793
1474303349237115395,4551,1474307069869299229,LLA,-0.1288,0.4207,0.6828,-1.656,-2.018,-10.689,0.035875,0.047425,0.221393,42.2999992371,97.0299987793
1474303349263018552,4552,1474307069894722887,LLA,-0.1263,0.423,0.6891,-1.7,-2.143,-10.748,0.045156,0.126291,0.191685,42.2999992371,97.016998291
1474303349287931047,4553,1474307069920129392,LLA,-0.1288,0.423,0.6804,-1.768,-2.114,-10.694,0.065624,0.136679,0.158692,42.2999992371,97.016998291
1474303349312909073,4554,1474307069945533226,LLA,-0.13,0.4231,0.6841,-2.284,-2.024,-10.024,0.076504,0.156826,0.132632,42.2999992371,97.0039978027
1474303349414389312,4555,1474307069965842898,LLA,-0.1263,0.423,0.6928,-1.839,-1.857,-9.391,0.083344,0.13717,0.118767,42.2999992371,97.016998291
1474303349414444160,4556,1474307069991249469,LLA,-0.1275,0.4253,0.6855,-1.529,-1.923,-9.208,0.118954,0.049196,0.124239,42.2999992371,97.0210037231
1474303349414470475,4557,1474307070016621194,LLA,-0.1263,0.423,0.6817,-1.306,-2.17,-9.261,0.127079,-0.014743,0.128541,42.2999992371,97.016998291
1474303349414485459,4558,1474307070042031544,LLA,-0.1299,0.4265,0.6793,-1.085,-2.356,-9.32,0.108971,-0.070763,0.127136,42.2999992371,97.016998291
1474303349435373949,4559,1474307070067425110,LLA,-0.1275,0.4242,0.678,-1.192,-2.589,-9.367,0.09856,-0.097525,0.111401,42.2999992371,97.016998291
1474303349458516853,4560,1474307070092835033,LLA,-0.1262,0.4265,0.6843,-1.587,-2.521,-9.369,0.081766,-0.083983,0.090892,42.2999992371,97.016998291
1474303349486748244,4561,1474307070118244393,LLA,-0.1175,0.4276,0.6821,-2.257,-1.965,-8.855,0.067541,-0.014836,0.061142,42.2999992371,97.0080032349
1474303349552239248,4562,1474307070143647244,LLA,-0.12,0.4265,0.6807,-2.024,-1.674,-8.1,0.139462,0.003831,0.046321,42.2999992371,97.0039978027
1474303349563910303,4563,1474307070169047904,LLA,-0.1249,0.4277,0.677,-2.389,-1.927,-8.286,0.133559,0.029533,0.030311,42.2999992371,97.0210037231
1474303349570381887,4564,1474307070194449046,LLA,-0.1225,0.423,0.6769,-2.397,-1.954,-8.359,0.051695,0.06996,0.01663,42.2999992371,97.0210037231
1474303349582445589,4565,1474307070214753933,LLA,-0.1212,0.4265,0.6795,-2.295,-1.942,-8.536,-0.037244,0.099477,0.018646,42.2999992371,97.0080032349
1474303349610277105,4566,1474307070240181872,LLA,-0.1224,0.4276,0.6783,-2.185,-1.891,-8.525,-0.103612,0.110178,0.029036,42.2999992371,97.0210037231
1474303349633738746,4567,1474307070265588569,LLA,-0.1226,0.4219,0.6793,-2.029,-1.906,-8.393,-0.10526,0.073261,0.023702,42.2999992371,97.0210037231
1474303349657008582,4568,1474307070290994512,LLA,-0.1249,0.4265,0.677,-1.837,-1.864,-8.363,-0.041905,-0.00387,0.000413,42.2999992371,97.0329971313
1474303349686195732,4569,1474307070316389385,LLA,-0.1249,0.4265,0.6782,-1.957,-2.283,-8.695,-0.009647,-0.071936,-0.046757,42.2999992371,97.0250015259
1474303349709456639,4570,1474307070341797658,LLA,-0.1225,0.4242,0.6843,-1.831,-2.635,-9.107,-0.051182,-0.125655,-0.122115,42.2999992371,97.0080032349
1474303349801191960,4571,1474307070367217622,LLA,-0.1225,0.4265,0.6819,-1.626,-2.565,-9.503,-0.100931,-0.169767,-0.209429,42.2999992371,97.0210037231
